id,plan_id,project_id,comment,created_at
548cb8c2-6468-4fb7-873b-56c4b4673d6f,28058da3-610f-4d2f-94d8-10bf0a340d6b,5b45bf8c-fb11-414a-886f-1a7891c85aec,Initial plan assignment,2024-10-23 00:20:12.297898+00
b6e49a88-ccfa-435b-95a9-c6e9ca0035b7,307a87a8-9185-4711-8470-38cdb9b6b42a,b227f94f-d6df-4336-9d09-de065c13952d,Initial plan assignment,2024-10-23 08:42:54.967728+00
717ab808-48fd-4f26-87f6-8c757c3bba94,28058da3-610f-4d2f-94d8-10bf0a340d6b,6138da66-1f68-4ff7-bb96-33af19a3a13e,Initial plan assignment,2024-10-23 15:17:04.986212+00
3a6412fd-cbe5-4b18-b4f3-cd6be347f34d,307a87a8-9185-4711-8470-38cdb9b6b42a,cc1b1d4b-55fc-49ba-9ed3-f421031ff7df,Initial plan assignment,2024-10-14 05:54:54.130756+00
f570dc4a-ee13-405c-b6cc-db7258cee29e,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,e42cf744-bf65-4b3b-aa23-e946c69c1663,Initial plan assignment,2023-01-11 07:31:59.779124+00
e4f553c8-0f36-40b3-ad2e-0fe6b5bff308,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,069be3a9-4fbb-48e5-a4cf-57dbd789fc2a,Initial plan assignment,2023-04-07 06:58:16.451001+00
f2bbe512-6b39-4983-86c1-a62a73e67f7d,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,8b26900b-4ff0-4bec-b145-b8e837516223,Initial plan assignment,2023-09-09 00:42:37.037753+00
6f256b2f-21ec-4c51-b49c-8671d315deb9,307a87a8-9185-4711-8470-38cdb9b6b42a,12bd371e-a556-4384-8b8d-d32c3f338331,Initial plan assignment,2022-11-21 02:13:59.72639+00
e3dcedb4-cd22-4d12-ad58-0c5b79a1af7f,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,5e67933b-5ff1-437a-8967-862746562256,Initial plan assignment,2023-10-01 12:30:31.093219+00
1e333367-9115-433f-957c-44706473d210,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,d6f7afed-a184-475d-bb95-7f63283e21db,Initial plan assignment,2023-01-19 07:44:35.194518+00
39211614-9fa2-4661-8a65-7569d8817c45,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,1176cf0e-2b20-43ba-a6fb-c0e236a71aa1,Initial plan assignment,2023-12-03 08:15:12.774103+00
3f00ecbb-26ce-401a-ba57-e1bf9aa23242,28058da3-610f-4d2f-94d8-10bf0a340d6b,58be0f76-09a9-4fd1-b596-8c5eeffd10d3,Initial plan assignment,2024-04-04 14:20:36.674965+00
e5d35eaa-4f9d-4b77-a595-2975b86d7227,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,1c45582b-737f-4719-986b-46af4eb3e3c6,Initial plan assignment,2023-12-19 20:10:26.049144+00
faf040ad-338b-4583-929d-5915bfb44d17,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,217c784e-e590-4e8e-9535-61066331dcda,Initial plan assignment,2024-03-10 08:13:43.200704+00
114f72e4-c9ab-422f-a0e5-ebf4984ea188,28058da3-610f-4d2f-94d8-10bf0a340d6b,75b6aba0-e6c6-4500-a2f0-86d0dea54f41,Initial plan assignment,2023-03-03 09:25:46.902232+00
48b7bc28-a773-412c-8848-9b7ccf8efaaf,28058da3-610f-4d2f-94d8-10bf0a340d6b,20acf425-7b05-465d-bf31-fba39b756085,Initial plan assignment,2022-12-19 01:46:49.25472+00
4558d76b-eeb8-4186-a3a9-bc661e98d6cd,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,b277ced1-d00a-467b-b3c1-25a74cecf0c3,Initial plan assignment,2023-03-20 13:42:01.573328+00
753a2903-d7c9-4110-aa15-e759717a8625,28058da3-610f-4d2f-94d8-10bf0a340d6b,dee747b2-8579-4b65-936f-ef9c9d0c4caa,Initial plan assignment,2023-03-24 08:08:16.80858+00
2a3ff543-94c1-4e42-89ae-2fb4f154db02,28058da3-610f-4d2f-94d8-10bf0a340d6b,f0e29b83-bf1b-46ad-bb9b-d1dc53bc51ed,Initial plan assignment,2024-02-18 15:47:32.976952+00
69ac35b0-5e5a-42a4-afc7-d2479392277f,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,d6ce3db1-2ee6-4a21-94b3-3f4c834fb050,Initial plan assignment,2024-09-21 19:47:03.218184+00
d37ca7a6-2212-4e51-aac5-c2b2221b6820,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,cab4cfb3-64a6-42fd-87f3-3a2b82230db8,Initial plan assignment,2023-03-23 15:50:38.35994+00
7eaa04d9-e1b3-4631-a1b2-982fa5ac06f2,28058da3-610f-4d2f-94d8-10bf0a340d6b,52d561cd-860a-425f-b751-dc9a935cee70,Initial plan assignment,2023-10-01 08:27:39.271491+00
d4cf8e1a-2595-4094-979a-9d6b49944323,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,b44a8d56-a320-478e-8cb7-a52199c1d4d6,Initial plan assignment,2024-10-21 05:38:05.372519+00
95fa1aa2-831c-4141-9206-2c546c2fd83b,34a91812-c6ab-4e35-b011-7433bf68299d,d6812bf7-b30a-4f30-b5ad-123844284cde,Initial plan assignment,2024-05-05 05:49:05.56485+00
edb33b7d-ee9d-4d2d-80d3-c4df26b7f093,28058da3-610f-4d2f-94d8-10bf0a340d6b,5a7e3d75-b529-4296-af35-4862954ea00e,Initial plan assignment,2022-12-29 18:21:26.789535+00
80c4eaa2-bd32-44ff-b4d8-eda400916b2b,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,39ea0f1c-d240-4f9b-bf2d-61169240793b,Initial plan assignment,2023-02-27 21:53:01.261982+00
5af18734-952b-43f4-a78e-6142b90adec7,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,5e3cb17d-ca98-41d7-b8e7-224f03be8396,Initial plan assignment,2024-02-02 02:08:51.982901+00
01d1fbf8-abc7-4df9-93a5-97b52f133220,28058da3-610f-4d2f-94d8-10bf0a340d6b,ecfccfaf-2eac-46e6-af5f-85a40ae01f87,Initial plan assignment,2023-12-15 03:14:39.071265+00
a4a5dda9-de1b-41bd-abf7-dabf4b6b3ffa,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,ee2b4eb7-5fae-45cf-8c6d-8abde56d897c,Initial plan assignment,2023-07-16 09:32:54.865771+00
936bc0a0-f254-4acf-966e-2ea5fff61910,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,2c73e5d7-8802-4671-9287-eb0efc414960,Initial plan assignment,2023-01-01 18:52:19.552759+00
f30daf48-641c-4bcf-8e0d-21e2c5939145,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,b7b82cb7-c1b8-4376-b1fc-c1b140b98809,Initial plan assignment,2023-03-28 16:20:40.888144+00
b75ad10d-c631-4a43-a1dc-3d31d97d51d3,34a91812-c6ab-4e35-b011-7433bf68299d,3e79faad-4c1f-4ef0-af2e-b8ca90501b80,Initial plan assignment,2023-06-28 07:35:40.35354+00
515c2f14-a3f5-4dd9-86ab-1610dec9decd,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,49b6a237-0c3e-4168-a4ee-d26ae8dc0261,Initial plan assignment,2024-01-07 01:54:13.879904+00
582a1b58-b781-4634-9047-e71e56f9529c,34a91812-c6ab-4e35-b011-7433bf68299d,29461774-9586-4eb4-8401-3584d6d78481,Initial plan assignment,2023-12-08 13:53:54.341633+00
14cec69f-a964-4e7c-8ea0-f4484c8065c0,34a91812-c6ab-4e35-b011-7433bf68299d,8075c5e8-f92c-4d27-84da-11c6ea83faa4,Initial plan assignment,2023-10-22 01:49:35.53274+00
1b091a25-9c29-4f1c-85cd-535b235009d1,34a91812-c6ab-4e35-b011-7433bf68299d,9c562378-3f3b-456d-b396-1a7f7eaa23c7,Initial plan assignment,2023-12-17 22:35:08.957398+00
88a4ef0e-a208-430b-9632-5777493a69f1,34a91812-c6ab-4e35-b011-7433bf68299d,50e38b95-b184-4b7a-8288-d09ad35a163c,Initial plan assignment,2023-09-14 01:58:49.679137+00
6509a3b3-ee25-422a-953e-54d9ba33e1c0,34a91812-c6ab-4e35-b011-7433bf68299d,059f3e06-0095-4588-9824-867a14ead3e9,Initial plan assignment,2024-05-15 02:19:57.590541+00
bffd4e02-f4fe-4f75-aa1d-06a7d2bfdfe7,34a91812-c6ab-4e35-b011-7433bf68299d,6dedf5bb-933b-4b27-a6af-a5ac28573cf0,Initial plan assignment,2024-09-18 18:13:27.33429+00
ce342c47-ab4b-4794-877c-8b38b2ff6603,28058da3-610f-4d2f-94d8-10bf0a340d6b,f3500ac6-4a4e-4c05-89cc-67df201775ad,Initial plan assignment,2023-05-29 13:55:43.851169+00
097225dc-76f0-4f44-924e-0dec569813b5,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,fcab07ac-9445-444c-8bfe-b687524d8cf8,Initial plan assignment,2022-12-25 07:35:22.147654+00
872d2eca-a3c7-40c9-a014-e5975a2de35d,307a87a8-9185-4711-8470-38cdb9b6b42a,52ddcd47-053a-40ae-953f-c85db389d5eb,Initial plan assignment,2022-11-28 17:25:00.474614+00
90a504ca-8c7a-4824-a0f9-1a403194e7f1,34a91812-c6ab-4e35-b011-7433bf68299d,22a38481-6f88-4ebd-bdf1-fb9274f867da,Initial plan assignment,2023-11-05 10:44:56.656725+00
d2807e48-aed8-43c4-a3cc-538b73d1ed75,34a91812-c6ab-4e35-b011-7433bf68299d,0016dcb5-8d5d-4844-9982-11f36d7e8e82,Initial plan assignment,2024-07-26 15:09:23.050593+00
86604901-962a-4e9c-b03e-4e40a1427bfe,307a87a8-9185-4711-8470-38cdb9b6b42a,d24f8ebe-2cc5-4e87-b29c-004280ed5323,Initial plan assignment,2024-01-04 11:43:48.000764+00
0adc746a-648b-413c-bcc0-7ffe0a662b0a,28058da3-610f-4d2f-94d8-10bf0a340d6b,b85273cb-3d98-4ae4-86e6-4a9a3d40d94c,Initial plan assignment,2024-03-10 07:46:49.513246+00
eb7615ff-d42e-44b4-ae4c-0cbc56053098,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,0fe4dc16-7c59-4f34-8251-dadd6fae98c4,Initial plan assignment,2024-10-12 11:46:39.178627+00
d73431c0-f0eb-41af-bb10-4c3f247634a3,307a87a8-9185-4711-8470-38cdb9b6b42a,46f27030-97d9-4c03-8de4-5ccba3cb3a2b,Initial plan assignment,2023-08-11 08:49:51.503774+00
5774e43f-78c8-42c4-8fca-9f701a35035e,28058da3-610f-4d2f-94d8-10bf0a340d6b,ebd214cd-09f9-479a-b428-edc579a155d2,Initial plan assignment,2024-10-19 03:26:14.421689+00
ccec0f4c-c9e2-4098-afe6-b52cbc990dc5,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,41342e17-b89d-4f2c-8228-900915e9aa94,Initial plan assignment,2024-09-09 18:35:15.566723+00
f556ab2f-eeee-41fa-87d8-de7807aca37a,28058da3-610f-4d2f-94d8-10bf0a340d6b,2f08b938-c695-4d35-81e2-0ba38042f063,Initial plan assignment,2023-12-18 04:27:13.714636+00
0ad2f76f-ca91-4fe8-a8aa-069d29328405,34a91812-c6ab-4e35-b011-7433bf68299d,73cdfe92-3e8d-4b8d-88c7-e08ee5d9f14c,Initial plan assignment,2024-02-19 13:53:08.389431+00
05f7a3c9-ac1b-4d15-9550-0e2347d3fecb,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,af6f8629-760d-4ccb-b024-3d17ee602497,Initial plan assignment,2023-09-03 20:37:59.774749+00
337e3b41-48a8-450c-a92f-1048a07c0420,28058da3-610f-4d2f-94d8-10bf0a340d6b,3eb93726-1b30-47d3-9e7a-25d34ab3b6ea,Initial plan assignment,2024-01-08 19:15:42.9286+00
6883c313-7af1-4778-91b1-71b5f6488df8,34a91812-c6ab-4e35-b011-7433bf68299d,72d52ca8-ff58-4c82-9fdb-5fd82f742414,Initial plan assignment,2024-05-28 13:33:02.378058+00
c35b57db-9cb6-4f0f-a7de-51ddcc9703f0,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,fccc7c0b-ebab-4822-ad8c-0f6843672b14,Initial plan assignment,2023-04-15 01:54:48.404382+00
526c9873-2da9-4ce0-861c-ed6941b508a2,34a91812-c6ab-4e35-b011-7433bf68299d,ad221fa4-3d51-4ebd-a659-b819503b4c68,Initial plan assignment,2024-02-22 03:59:09.281429+00
9cb11039-cebf-4652-be56-a107d53ce048,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,0a718c8c-5345-44c6-bdce-79dd3295df96,Initial plan assignment,2023-01-01 04:26:18.993349+00
16a3f1e9-52ab-4749-91ce-c13a72ada953,307a87a8-9185-4711-8470-38cdb9b6b42a,8f7b4149-6602-4ea8-875d-a533f7a0ac26,Initial plan assignment,2024-09-04 06:25:11.134196+00
079eccf6-da2c-43aa-a96b-936bd0b7ed1a,28058da3-610f-4d2f-94d8-10bf0a340d6b,6a66cc79-3695-4bb9-9cd7-e540b3c7c12d,Initial plan assignment,2023-08-26 10:33:50.938218+00
048e0f32-4511-4673-8fd2-81d2355cdd59,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,4849a7e0-ad07-4f5d-b3fd-9a6b6c2d2f57,Initial plan assignment,2024-10-23 14:57:02.186657+00
5fb093fb-23b2-4db7-8b2d-b6a9e6230d83,28058da3-610f-4d2f-94d8-10bf0a340d6b,881f1a1e-da59-4e3d-b7fb-cf3b7d81cd9e,Initial plan assignment,2023-08-03 00:59:43.945739+00
36dcf09f-f5b2-4011-bca6-d70c222440cb,34a91812-c6ab-4e35-b011-7433bf68299d,2195722f-a5c3-4736-9181-22ae14f3bd95,Initial plan assignment,2024-09-22 05:24:17.764659+00
4aa07c4f-c7c3-4350-8e06-2e4a5f2a7bae,28058da3-610f-4d2f-94d8-10bf0a340d6b,72fbabd4-77c8-458d-89d2-e3e1776d4ec4,Initial plan assignment,2023-08-02 16:35:39.505652+00
a9fc04bf-c804-4174-9e1c-e7b80dae3552,34a91812-c6ab-4e35-b011-7433bf68299d,1f4ca619-4bf1-4e8a-a071-82807894dd6d,Initial plan assignment,2023-06-27 19:19:21.311649+00
93a210f7-82eb-4ad7-a672-d10c7a3ae676,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,8f2ccefd-db6c-4466-939e-f8b44c94de51,Initial plan assignment,2024-07-22 16:03:23.695921+00
263d71e0-c4b9-41cd-adce-c0c30b857b1c,28058da3-610f-4d2f-94d8-10bf0a340d6b,d61410ce-5dd6-43f0-a03b-107dd28fc33b,Initial plan assignment,2022-10-26 14:29:55.019558+00
c86c7f76-007d-4ba0-a66e-8baa37bccc96,28058da3-610f-4d2f-94d8-10bf0a340d6b,4fc9255e-71a0-454d-81ba-583bd3e8da48,Initial plan assignment,2024-04-16 18:39:31.522808+00
b2262f3a-596b-470a-8f5e-edddc1be6c63,28058da3-610f-4d2f-94d8-10bf0a340d6b,f16a2d73-b945-4f93-8d2f-9ab2fbfac164,Initial plan assignment,2023-09-19 15:06:35.737949+00
acb6ee1e-d50b-4ced-b595-fc6a8b1cbaa7,34a91812-c6ab-4e35-b011-7433bf68299d,ef612f02-dd20-4f27-ba3c-f1f9f66cad69,Initial plan assignment,2024-02-05 16:32:20.887489+00
d81a708e-f28c-4a08-959a-0501d8a343fc,307a87a8-9185-4711-8470-38cdb9b6b42a,42d02804-8bf5-42b7-9b76-f7b3e825a417,Initial plan assignment,2022-12-24 11:25:44.052203+00
1c5f2f4b-10ec-4515-aadc-0029aa3d2588,34a91812-c6ab-4e35-b011-7433bf68299d,bd279134-12ef-460f-b45f-cd70dff8cfc7,Initial plan assignment,2024-06-15 17:02:29.941598+00
f8e5dd9c-d778-4d13-abb8-5d5c35aee507,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,39bbc7fb-3c10-456c-b2e4-670a71b8a08e,Initial plan assignment,2024-10-10 22:14:14.860935+00
d7d88145-47bc-4c03-a878-9b83b9c4a564,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,348f0559-b1b8-4055-81df-a3fcefab2f51,Initial plan assignment,2024-10-19 17:24:07.209658+00
27d2efe0-bc35-4bcd-ab47-82be8a26c711,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,e0e3f86a-eb96-4a8d-89f5-e07a80e9fdc1,Initial plan assignment,2023-07-27 14:09:27.941727+00
a5d50e0e-e74e-4701-954f-2a18a5e694cf,34a91812-c6ab-4e35-b011-7433bf68299d,d3af520c-08ec-43e6-954b-7419dbac5fa9,Initial plan assignment,2023-08-29 08:27:37.46856+00
c213450c-0a55-4382-b70a-e7e2e4c55bba,28058da3-610f-4d2f-94d8-10bf0a340d6b,126a64b3-cc8a-4a42-af3f-46e911e24bdf,Initial plan assignment,2024-03-27 05:02:56.741625+00
fdc69e6a-b5a8-447d-a111-211008b76557,28058da3-610f-4d2f-94d8-10bf0a340d6b,ac705221-1da2-47ea-b9e9-6475270a96c4,Initial plan assignment,2024-09-03 18:08:52.943143+00
4507d5d6-46d4-49e7-a3eb-23d0102e1019,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,7bd7ef6f-b135-4acc-aabe-1938775d519f,Initial plan assignment,2023-09-12 10:52:00.249536+00
3f6b4147-14bd-4489-b619-7c362f1fb9da,307a87a8-9185-4711-8470-38cdb9b6b42a,5a6e2149-1dc8-47b2-b59d-e37e645d3526,Initial plan assignment,2024-07-28 00:37:24.266384+00
b9448f70-84b3-4299-9b80-84df59a10131,28058da3-610f-4d2f-94d8-10bf0a340d6b,f865cc2a-a8bb-4acf-b13b-e9d8ff417ca1,Initial plan assignment,2024-03-09 16:01:11.988634+00
7476e9eb-4d4d-4951-a811-74a7c71d0673,307a87a8-9185-4711-8470-38cdb9b6b42a,b6e8c4d2-f047-4341-b6a9-071ec58f3d6a,Initial plan assignment,2024-01-03 07:46:00.344897+00
bb816b3c-b44f-4288-a916-bd2516945164,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,d144be6a-deed-4944-bbdf-1eeda76186a7,Initial plan assignment,2024-02-18 07:17:13.617341+00
cb48d970-d91b-4d81-98cb-4f21a465fb6e,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,3f7c09a4-9b4b-457c-9033-38a20041edf4,Initial plan assignment,2024-04-06 15:19:52.455186+00
61b71158-7b44-4764-92d3-cea3f0eadb3c,34a91812-c6ab-4e35-b011-7433bf68299d,fa4e9aa4-12d8-49cf-8cfc-ab97652d72c3,Initial plan assignment,2023-02-02 15:57:49.859756+00
b469131a-4a56-42d5-94be-b41f046cfe05,34a91812-c6ab-4e35-b011-7433bf68299d,f3d326f3-2921-47aa-8cf4-4bb062b8bbfb,Initial plan assignment,2023-07-27 12:50:50.987665+00
112aa9f0-6a33-4812-ad6b-930c94a214f0,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,c73d401f-1052-46a2-8664-ed6702071d50,Initial plan assignment,2023-05-13 00:23:44.056239+00
e0e337bb-a09c-4b60-b3b2-2c3cc37a802e,307a87a8-9185-4711-8470-38cdb9b6b42a,d77c6a26-e3d4-4613-ae61-e494f1b16450,Initial plan assignment,2022-11-13 04:53:32.381459+00
45061476-a534-446b-be51-92cb28097a64,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,b7707c70-cac8-4635-9fbc-dac978949248,Initial plan assignment,2023-05-05 20:51:46.276083+00
11672cf4-9d8c-41c2-af1f-76a7894914ce,28058da3-610f-4d2f-94d8-10bf0a340d6b,85b8ea4f-c2eb-4d87-89be-9ec788891ab1,Initial plan assignment,2024-01-07 08:44:19.227065+00
96039557-0bec-4adf-a5d8-23feafab1697,34a91812-c6ab-4e35-b011-7433bf68299d,c9bb14e7-297d-4e26-941d-9cf259e5d945,Initial plan assignment,2024-02-12 09:33:05.496597+00
70105069-fe73-4ca9-a707-7c8590e61c77,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,ab59295a-2f7e-4077-9dc1-42bf6c531105,Initial plan assignment,2024-08-23 18:44:05.77727+00
5b47118c-96df-4491-a0e8-051458cb7fb9,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,5bf9c06d-4533-4667-bc17-e9a978a05505,Initial plan assignment,2024-05-18 23:45:07.074179+00
ae6ae433-997a-4411-94b2-a21cd498ede3,307a87a8-9185-4711-8470-38cdb9b6b42a,5cc187d2-6d30-4ff9-a789-ab5f2ac1b362,Initial plan assignment,2024-03-24 09:33:34.873183+00
75ea14d2-dece-4bb6-807f-a4298e754a7b,307a87a8-9185-4711-8470-38cdb9b6b42a,e09ba58f-1152-4015-859b-b3be1a63b8d6,Initial plan assignment,2024-08-01 05:49:54.163638+00
d5f714bd-4e16-46fd-9d61-4b2e9c1e44d9,28058da3-610f-4d2f-94d8-10bf0a340d6b,7a8de0f4-bd2a-4889-9ba9-a4d847fbf993,Initial plan assignment,2023-09-30 15:28:39.254474+00
0118d549-1430-4780-a6a0-14924f2768a5,34a91812-c6ab-4e35-b011-7433bf68299d,8187e637-1abf-4bfb-8556-ea785f3d5c35,Initial plan assignment,2023-12-10 08:09:26.031401+00
fd018ce5-a2a8-49e3-8860-55a09cc0d324,28058da3-610f-4d2f-94d8-10bf0a340d6b,44ce000f-820c-49dd-bff3-0590ae63c947,Initial plan assignment,2024-02-18 23:15:01.99599+00
04ce8977-8f31-460f-a32e-53501c3f4e53,28058da3-610f-4d2f-94d8-10bf0a340d6b,84a7beec-291d-4fde-985e-f6e8819fe68d,Initial plan assignment,2024-06-07 16:44:57.322795+00
2d506f5f-0178-42a4-9514-d127d47e263c,28058da3-610f-4d2f-94d8-10bf0a340d6b,c525bdc5-7a5e-4b0f-a010-16edbc0ffca5,Initial plan assignment,2024-06-21 20:54:10.449051+00
b9d47bb4-312e-49a5-8ced-3ac6a3e6f6fc,34a91812-c6ab-4e35-b011-7433bf68299d,d6a28fdf-6183-4a14-9579-de2c1f0e4593,Initial plan assignment,2023-12-16 23:08:36.435914+00
5f2d7ac8-2b08-4033-b3cd-59ea3ecd0560,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,b2a85669-a986-4b2e-b0f9-feb7fc26fa96,Initial plan assignment,2023-12-19 11:42:44.425244+00
6d07c4f9-2b06-4ed1-810c-f21d7679013b,34a91812-c6ab-4e35-b011-7433bf68299d,48806de2-5610-47fb-b177-6efc38154908,Initial plan assignment,2023-12-07 04:31:59.051473+00
4298a8b9-f97a-4c03-810c-d2be84360022,307a87a8-9185-4711-8470-38cdb9b6b42a,a8e078ef-61a1-4776-b4ef-958bcaaca51b,Initial plan assignment,2023-10-10 09:30:07.332449+00
4c00e0e2-1e5e-4b48-a439-b9de56122a7c,307a87a8-9185-4711-8470-38cdb9b6b42a,6014e158-da8b-4135-a09e-92e25fed6f83,Initial plan assignment,2024-03-16 11:02:15.698797+00
209bdb28-7453-4466-a10d-082f42d960e7,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,73d43e88-a7cf-4af3-b095-d25ffe531848,Initial plan assignment,2023-03-08 06:04:07.779667+00
cb16f7be-4639-4f19-83f0-c0a56dd9a84f,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,7e587665-fd0c-45df-9fdb-364603c8279a,Initial plan assignment,2023-05-14 11:57:59.412508+00
45e8090e-fff0-4d1c-b396-98abae3b5664,307a87a8-9185-4711-8470-38cdb9b6b42a,4c5e83b0-efe4-4f17-90d3-df6dc73654b1,Initial plan assignment,2024-09-24 01:03:09.06323+00
06d73a94-f170-49ed-a8d1-39f682a456ef,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,90970f9f-e7b3-47c4-b9ae-c9ef4b81253e,Initial plan assignment,2024-04-29 05:47:04.293455+00
b13e2aa2-6e56-49e9-809e-32d70f2a433c,34a91812-c6ab-4e35-b011-7433bf68299d,11e354d2-63de-4673-a0e5-cfa3aee8c232,Initial plan assignment,2023-06-07 14:21:10.872302+00
c3a43589-fc10-417f-be18-869a58a59b36,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,7a45d658-ea69-44d1-ad8c-755d335f38a3,Initial plan assignment,2023-05-06 09:34:30.903657+00
903a7ca0-4daf-42a8-9e78-322022d74aa2,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,8a3cf3b4-c276-415e-a8a7-203ce94e5e7d,Initial plan assignment,2024-04-10 19:37:13.516409+00
49d0af2a-6186-4827-b520-dd4a4cd324ce,ef8e3ee9-ee6c-41d0-b1a0-d01e39d49d4d,e073f2ed-1976-4627-bf06-6496bcfbb780,Initial plan assignment,2022-12-15 22:23:24.196232+00
ea4cea35-48ed-4fbd-a006-3b214e6a4254,307a87a8-9185-4711-8470-38cdb9b6b42a,502b01f0-6ff0-41e3-ba0e-935c3fbde6ec,Initial plan assignment,2024-05-22 08:21:56.074485+00
cf4fe4ea-69f5-49fe-bc2e-6371222e66fa,307a87a8-9185-4711-8470-38cdb9b6b42a,5ed20eb2-4b16-422e-95ea-e2357378a2fa,Initial plan assignment,2024-03-07 21:38:41.669498+00
ed97fe4f-6b76-4be9-a764-8ecfb5164226,28058da3-610f-4d2f-94d8-10bf0a340d6b,7fd678c5-6e95-4306-8d6d-3091e8dab32c,Initial plan assignment,2023-05-21 16:29:52.609934+00
ee95642a-919a-45bd-8a35-50a93eb20919,2d41d1de-51fa-41ed-8acd-6ee63bcd316e,3c20f72c-601b-4086-9d4a-e5659b1643c5,Initial plan assignment,2023-07-20 07:04:39.265683+00
