stripe_invoice_id,customer_id,subscription_id,month,year,description,status,invoice_url,attempt_count,created_at,updated_at
inv_88ec5c03-3cd4-4b36-a5bc-2c0419cd0e72_12_2022,cus_40b3b3895a2d4eff,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_954d7987-df52-4806-b77c-92e8ed047f0b_12_2022,cus_bdd74c296ef6421f,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_b541aae1-1c1b-4208-8f6f-0f8ca963ce03_12_2022,cus_68ccc2e4110e403f,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_48358b0e-9c29-4550-ad03-9d0fd633867a_12_2022,cus_91d94eda551640a9,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_1e7800b2-b80c-47f4-a872-99acf506601b_12_2022,cus_508d9ced9abb42d7,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_3b63f6f5-ee88-483c-972e-636ef0a0398d_12_2022,cus_f0764f588cdf4289,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_2e7442ae-358b-4eb6-b258-5d45f022f1bc_12_2022,cus_dc5ea25263414aac,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_b1bf0c56-7a16-450c-8123-d3b2d98f4b63_12_2022,cus_4e54b0c3c7b945be,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_c90727c7-87cd-4687-be9c-05a9f4f45075_12_2022,cus_06a71f324b1248fe,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_080abba9-cbce-4473-8d8b-e866cb8467e4_12_2022,cus_e5f7c34c88ab499d,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_f34e96b4-981b-49f1-9275-c3be6e93d9bd_12_2022,cus_1d7c40201dbc4e77,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_fd650d8f-b787-4d9c-a787-f25205bee7d3_12_2022,cus_18e5efc0d5064430,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_e3b01388-c1b2-47ef-b66a-5c6aa25797a5_12_2022,cus_569cb481dce04c90,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_3d24de5a-7a44-45c9-9ed9-9c7b61176e3d_12_2022,cus_4a70ca84b46043ef,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_16888ca0-1fe8-461d-b616-bd0a45941f2f_12_2022,cus_fbe59bc2c84c4926,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_50b84f0a-ca2b-4006-916f-8be62ae636f0_12_2022,cus_053bb85f2483495d,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_87c88305-bbe8-4e7a-96ee-60ab6005f957_12_2022,cus_eb5140076ab04c3f,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_52a66fcf-5840-48bb-9eae-263970f22895_12_2022,cus_aaeaa26a9f364a3a,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_69c6cd30-515f-40ee-ae04-8214ad3d3dea_12_2022,cus_5211e964cffe4212,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_ea5dafad-bbab-43e8-8e6a-e5236bc85440_12_2022,cus_b002965a44a24373,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_17eacb47-cab4-4cb5-8d08-9a991067ccda_12_2022,cus_c373f2afc2c544ea,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_58f1d5d5-45c4-4d9c-a08b-d6d9c992e39a_12_2022,cus_cf14d50c830c4746,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_1faa3eeb-9875-4deb-9035-1a6a0b315f85_12_2022,cus_28bfb600e19c4dfe,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_bd6b8584-4f90-4d9f-b4e7-af62a18aff1d_12_2022,cus_858d0d15e7544bc4,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_a30a353a-42fa-4251-9f45-d58f4211e61c_12_2022,cus_2ccdb527d1744198,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_83009c11-94c9-4d65-b15f-2be150ab558c_12_2022,cus_a91d94735e5c4b72,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_12_2022,cus_18c46ac845dd47f8,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_02114b93-b7ca-472a-a6a1-637a37afba88_12_2022,cus_829044b6c42d4fe0,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_89af4366-894c-49a5-82d9-b1f888b59a2c_12_2022,cus_2d2522bd18034eac,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_820a93bf-7302-4e5a-8b91-912cb47a5056_12_2022,cus_66b96909f2284fa6,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_936048a5-d63d-4453-b020-cf96252e716c_12_2022,cus_97cd316a6b2c4648,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_12_2022,cus_aaa27c6088554adf,,12,2022,,paid,,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
inv_eda2b9d8-caec-4913-85ac-953fff43a439_1_2023,cus_400bc41d034e4aa1,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_fa87abc9-ef26-42e9-9fbd-1c90a26a2ddb_1_2023,cus_b7f6887cf4874bc1,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_74360084-0da5-4b75-b541-8b49a32c357b_1_2023,cus_ca733000eb0f414b,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_88ec5c03-3cd4-4b36-a5bc-2c0419cd0e72_1_2023,cus_40b3b3895a2d4eff,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_6f5d4605-2ca5-4ee3-8180-b9148ea199cf_1_2023,cus_1a0fa9e9834548e0,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_954d7987-df52-4806-b77c-92e8ed047f0b_1_2023,cus_bdd74c296ef6421f,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_b541aae1-1c1b-4208-8f6f-0f8ca963ce03_1_2023,cus_68ccc2e4110e403f,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_48358b0e-9c29-4550-ad03-9d0fd633867a_1_2023,cus_91d94eda551640a9,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_be80531e-4953-4052-9b9d-cddbbfa5158c_1_2023,cus_49645c17a3c34d55,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_1e7800b2-b80c-47f4-a872-99acf506601b_1_2023,cus_508d9ced9abb42d7,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_3b63f6f5-ee88-483c-972e-636ef0a0398d_1_2023,cus_f0764f588cdf4289,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_d1fba6e1-679a-46df-97d9-bad78d83afcf_1_2023,cus_1c2956cd84b04c8b,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_2e7442ae-358b-4eb6-b258-5d45f022f1bc_1_2023,cus_dc5ea25263414aac,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_b1bf0c56-7a16-450c-8123-d3b2d98f4b63_1_2023,cus_4e54b0c3c7b945be,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_c90727c7-87cd-4687-be9c-05a9f4f45075_1_2023,cus_06a71f324b1248fe,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_080abba9-cbce-4473-8d8b-e866cb8467e4_1_2023,cus_e5f7c34c88ab499d,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_f34e96b4-981b-49f1-9275-c3be6e93d9bd_1_2023,cus_1d7c40201dbc4e77,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_fd650d8f-b787-4d9c-a787-f25205bee7d3_1_2023,cus_18e5efc0d5064430,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_e3b01388-c1b2-47ef-b66a-5c6aa25797a5_1_2023,cus_569cb481dce04c90,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_3d24de5a-7a44-45c9-9ed9-9c7b61176e3d_1_2023,cus_4a70ca84b46043ef,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_16888ca0-1fe8-461d-b616-bd0a45941f2f_1_2023,cus_fbe59bc2c84c4926,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_50b84f0a-ca2b-4006-916f-8be62ae636f0_1_2023,cus_053bb85f2483495d,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_87c88305-bbe8-4e7a-96ee-60ab6005f957_1_2023,cus_eb5140076ab04c3f,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_52a66fcf-5840-48bb-9eae-263970f22895_1_2023,cus_aaeaa26a9f364a3a,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_0a6b14d5-b650-4c97-9241-235197b0473b_1_2023,cus_1f8336b4a07548b9,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_69c6cd30-515f-40ee-ae04-8214ad3d3dea_1_2023,cus_5211e964cffe4212,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_ea5dafad-bbab-43e8-8e6a-e5236bc85440_1_2023,cus_b002965a44a24373,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_17eacb47-cab4-4cb5-8d08-9a991067ccda_1_2023,cus_c373f2afc2c544ea,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_58f1d5d5-45c4-4d9c-a08b-d6d9c992e39a_1_2023,cus_cf14d50c830c4746,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_1faa3eeb-9875-4deb-9035-1a6a0b315f85_1_2023,cus_28bfb600e19c4dfe,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_bd6b8584-4f90-4d9f-b4e7-af62a18aff1d_1_2023,cus_858d0d15e7544bc4,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_a30a353a-42fa-4251-9f45-d58f4211e61c_1_2023,cus_2ccdb527d1744198,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_83009c11-94c9-4d65-b15f-2be150ab558c_1_2023,cus_a91d94735e5c4b72,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_1_2023,cus_18c46ac845dd47f8,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_02114b93-b7ca-472a-a6a1-637a37afba88_1_2023,cus_829044b6c42d4fe0,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_5ad0fdd9-9a0a-480d-99b1-2d6752407b08_1_2023,cus_fca686953b814f13,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_89af4366-894c-49a5-82d9-b1f888b59a2c_1_2023,cus_2d2522bd18034eac,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_eeb6dd89-4437-4afa-9e9c-070fe36ea155_1_2023,cus_01fe84524b474b73,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_820a93bf-7302-4e5a-8b91-912cb47a5056_1_2023,cus_66b96909f2284fa6,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_936048a5-d63d-4453-b020-cf96252e716c_1_2023,cus_97cd316a6b2c4648,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_527531f9-108e-4eaa-8217-72d86d1b195b_1_2023,cus_91870424cdb64763,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_1_2023,cus_aaa27c6088554adf,,1,2023,,paid,,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
inv_eda2b9d8-caec-4913-85ac-953fff43a439_2_2023,cus_400bc41d034e4aa1,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_fa87abc9-ef26-42e9-9fbd-1c90a26a2ddb_2_2023,cus_b7f6887cf4874bc1,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_74360084-0da5-4b75-b541-8b49a32c357b_2_2023,cus_ca733000eb0f414b,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_88ec5c03-3cd4-4b36-a5bc-2c0419cd0e72_2_2023,cus_40b3b3895a2d4eff,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_6f5d4605-2ca5-4ee3-8180-b9148ea199cf_2_2023,cus_1a0fa9e9834548e0,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_954d7987-df52-4806-b77c-92e8ed047f0b_2_2023,cus_bdd74c296ef6421f,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_b541aae1-1c1b-4208-8f6f-0f8ca963ce03_2_2023,cus_68ccc2e4110e403f,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_48358b0e-9c29-4550-ad03-9d0fd633867a_2_2023,cus_91d94eda551640a9,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_be80531e-4953-4052-9b9d-cddbbfa5158c_2_2023,cus_49645c17a3c34d55,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_1e7800b2-b80c-47f4-a872-99acf506601b_2_2023,cus_508d9ced9abb42d7,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_3b63f6f5-ee88-483c-972e-636ef0a0398d_2_2023,cus_f0764f588cdf4289,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_34007d1e-1171-4ac6-9d48-2fb6fa51468f_2_2023,cus_92b83433bc054904,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_662de472-5d38-490b-8cb8-0249881265e3_2_2023,cus_e1c50e1de38d4da3,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_d1fba6e1-679a-46df-97d9-bad78d83afcf_2_2023,cus_1c2956cd84b04c8b,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_2e7442ae-358b-4eb6-b258-5d45f022f1bc_2_2023,cus_dc5ea25263414aac,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_b1bf0c56-7a16-450c-8123-d3b2d98f4b63_2_2023,cus_4e54b0c3c7b945be,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_c90727c7-87cd-4687-be9c-05a9f4f45075_2_2023,cus_06a71f324b1248fe,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_080abba9-cbce-4473-8d8b-e866cb8467e4_2_2023,cus_e5f7c34c88ab499d,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_f34e96b4-981b-49f1-9275-c3be6e93d9bd_2_2023,cus_1d7c40201dbc4e77,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_fd650d8f-b787-4d9c-a787-f25205bee7d3_2_2023,cus_18e5efc0d5064430,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_e3b01388-c1b2-47ef-b66a-5c6aa25797a5_2_2023,cus_569cb481dce04c90,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_7f1fcd84-5cbb-49a7-910f-738a2caa4644_2_2023,cus_85cc447052d84525,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_3d24de5a-7a44-45c9-9ed9-9c7b61176e3d_2_2023,cus_4a70ca84b46043ef,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_16888ca0-1fe8-461d-b616-bd0a45941f2f_2_2023,cus_fbe59bc2c84c4926,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_50b84f0a-ca2b-4006-916f-8be62ae636f0_2_2023,cus_053bb85f2483495d,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_87c88305-bbe8-4e7a-96ee-60ab6005f957_2_2023,cus_eb5140076ab04c3f,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_52a66fcf-5840-48bb-9eae-263970f22895_2_2023,cus_aaeaa26a9f364a3a,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_0a6b14d5-b650-4c97-9241-235197b0473b_2_2023,cus_1f8336b4a07548b9,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_69c6cd30-515f-40ee-ae04-8214ad3d3dea_2_2023,cus_5211e964cffe4212,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_ea5dafad-bbab-43e8-8e6a-e5236bc85440_2_2023,cus_b002965a44a24373,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_17eacb47-cab4-4cb5-8d08-9a991067ccda_2_2023,cus_c373f2afc2c544ea,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_58f1d5d5-45c4-4d9c-a08b-d6d9c992e39a_2_2023,cus_cf14d50c830c4746,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_6b2dca8d-c42f-424a-9bac-7fa4bc479485_2_2023,cus_cc39916c06b747d5,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_f7c62b50-b0e5-445b-b1a7-911418c31c11_2_2023,cus_8c4cb0909a984641,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_1faa3eeb-9875-4deb-9035-1a6a0b315f85_2_2023,cus_28bfb600e19c4dfe,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_bd6b8584-4f90-4d9f-b4e7-af62a18aff1d_2_2023,cus_858d0d15e7544bc4,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_a30a353a-42fa-4251-9f45-d58f4211e61c_2_2023,cus_2ccdb527d1744198,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_83009c11-94c9-4d65-b15f-2be150ab558c_2_2023,cus_a91d94735e5c4b72,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_2_2023,cus_18c46ac845dd47f8,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_02114b93-b7ca-472a-a6a1-637a37afba88_2_2023,cus_829044b6c42d4fe0,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_5ad0fdd9-9a0a-480d-99b1-2d6752407b08_2_2023,cus_fca686953b814f13,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_89af4366-894c-49a5-82d9-b1f888b59a2c_2_2023,cus_2d2522bd18034eac,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_eeb6dd89-4437-4afa-9e9c-070fe36ea155_2_2023,cus_01fe84524b474b73,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_bdcdccb0-ea35-4913-99f7-73f86123f8e1_2_2023,cus_9e4299401cf043f6,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
inv_820a93bf-7302-4e5a-8b91-912cb47a5056_2_2023,cus_66b96909f2284fa6,,2,2023,,paid,,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
