id,invoice_id,amount,description,project_id,type,month,year,has_updated_to_stripe,error,created_at,updated_at
9a3a4119-f6e3-4cc3-af6f-fc9965de70a0,inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_11_2022,1080,,7ca0b50d-52e1-4454-8759-55409d342031,active-model-count,11,2022,f,,2022-11-26 09:00:41.625067+00,2022-11-26 09:00:41.625067+00
740ac1c8-702b-4a05-a34a-ef179be9385d,inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_11_2022,1710,,7ca0b50d-52e1-4454-8759-55409d342031,active-command-count,11,2022,f,,2022-11-26 09:00:41.625067+00,2022-11-26 09:00:41.625067+00
bdfdcd07-6a84-462a-b155-ee039ac2d2b0,inv_eda2b9d8-caec-4913-85ac-953fff43a439_12_2022,55,,12bd371e-a556-4384-8b8d-d32c3f338331,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
2d76db01-bc70-40fb-8d63-cd8efb5f5068,inv_eda2b9d8-caec-4913-85ac-953fff43a439_12_2022,490,,12bd371e-a556-4384-8b8d-d32c3f338331,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
9b57982a-72d5-4a27-80eb-89411bbafa23,inv_88ec5c03-3cd4-4b36-a5bc-2c0419cd0e72_12_2022,85,,52ddcd47-053a-40ae-953f-c85db389d5eb,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
23a69746-5fcb-4f3f-aa18-257067640d0d,inv_88ec5c03-3cd4-4b36-a5bc-2c0419cd0e72_12_2022,100,,52ddcd47-053a-40ae-953f-c85db389d5eb,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
de233d36-92c2-46f4-a382-adf70f64e13d,inv_954d7987-df52-4806-b77c-92e8ed047f0b_12_2022,415,,42d02804-8bf5-42b7-9b76-f7b3e825a417,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
9bdcc611-45af-475f-b9a9-7e9c25a533ed,inv_954d7987-df52-4806-b77c-92e8ed047f0b_12_2022,240,,42d02804-8bf5-42b7-9b76-f7b3e825a417,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
cb6879d2-5be5-49d0-a653-b99a3a0e4c9a,inv_2e7442ae-358b-4eb6-b258-5d45f022f1bc_12_2022,2010,,b8b01d67-5c7b-4c2e-926f-0a2803c98e7e,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
f405535e-bb2a-4f00-abb9-466c47417e6c,inv_2e7442ae-358b-4eb6-b258-5d45f022f1bc_12_2022,2520,,b8b01d67-5c7b-4c2e-926f-0a2803c98e7e,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
7e292c73-f1d4-42f3-9e19-3bc30d4739aa,inv_fd650d8f-b787-4d9c-a787-f25205bee7d3_12_2022,390,,433267b9-7409-4954-b08a-7e9685d174c8,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
4d9d116f-a2f1-4fb9-aa5e-71b84cef298e,inv_fd650d8f-b787-4d9c-a787-f25205bee7d3_12_2022,1470,,433267b9-7409-4954-b08a-7e9685d174c8,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
ac314947-476c-444f-83e5-5458ca91a5c2,inv_50b84f0a-ca2b-4006-916f-8be62ae636f0_12_2022,1560,,893cb1e7-70ae-4195-96d0-29d7dc5f3865,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
a3452d0b-ab8a-4d39-b78f-2fd37b1c2bd0,inv_50b84f0a-ca2b-4006-916f-8be62ae636f0_12_2022,30,,893cb1e7-70ae-4195-96d0-29d7dc5f3865,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
235180d5-f936-48b2-bbe2-7aafc7cf711b,inv_87c88305-bbe8-4e7a-96ee-60ab6005f957_12_2022,435,,639c1b17-ab12-43c1-a6be-ec9e78164cc7,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
be8b971b-bb9e-40da-a4da-a9bd6e076cff,inv_87c88305-bbe8-4e7a-96ee-60ab6005f957_12_2022,340,,639c1b17-ab12-43c1-a6be-ec9e78164cc7,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
150e8783-9d73-45fc-a6be-f8569ce519bc,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_12_2022,1290,,4445381b-b151-41a9-82e1-34c2f5c38071,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
02f9d913-9831-4f33-bf21-07f5495995b4,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_12_2022,2820,,4445381b-b151-41a9-82e1-34c2f5c38071,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
f0968f8f-d413-4d0b-8fb3-aaa22c1ee227,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_12_2022,1260,,2051fdc7-22f9-4ed1-8216-f4219eb113c3,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
ca1efc7d-cd0e-4c15-84a4-fb9f57bc5b4d,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_12_2022,960,,2051fdc7-22f9-4ed1-8216-f4219eb113c3,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
f377b4a1-426f-4c64-bef8-42d6ba3cc3ad,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_12_2022,1560,,67095a59-6ebe-42cc-97c2-99d95dac4a47,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
f26ed951-af1c-43b5-9d32-27e8d0434f0e,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_12_2022,2850,,67095a59-6ebe-42cc-97c2-99d95dac4a47,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
35b2a473-81e8-43f6-91da-ddc0ff83c84e,inv_02114b93-b7ca-472a-a6a1-637a37afba88_12_2022,1530,,43dc301f-1460-4901-b1bf-a95bb1824993,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
8ac4f5c0-c971-4ad3-979d-27e19d44bdf2,inv_02114b93-b7ca-472a-a6a1-637a37afba88_12_2022,1260,,43dc301f-1460-4901-b1bf-a95bb1824993,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
887e1aa4-1df2-4dc3-b0a1-0abdd59a481f,inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_12_2022,1080,,7ca0b50d-52e1-4454-8759-55409d342031,active-model-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
dc574659-6b56-4741-ba7a-e5a3a40025a2,inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_12_2022,1710,,7ca0b50d-52e1-4454-8759-55409d342031,active-command-count,12,2022,f,,2022-12-26 09:00:41.625067+00,2022-12-26 09:00:41.625067+00
13bf44ad-7a09-4c6b-bcec-a9c9ca81456c,inv_eda2b9d8-caec-4913-85ac-953fff43a439_1_2023,55,,12bd371e-a556-4384-8b8d-d32c3f338331,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
2fdd6339-4505-40cc-9174-4ad8b302f4fc,inv_eda2b9d8-caec-4913-85ac-953fff43a439_1_2023,490,,12bd371e-a556-4384-8b8d-d32c3f338331,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
6c908fce-8c3c-423a-88c4-6bb5ccfff93f,inv_88ec5c03-3cd4-4b36-a5bc-2c0419cd0e72_1_2023,85,,52ddcd47-053a-40ae-953f-c85db389d5eb,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
f230a08c-2324-4b5d-95d8-c6cf0c296f65,inv_88ec5c03-3cd4-4b36-a5bc-2c0419cd0e72_1_2023,100,,52ddcd47-053a-40ae-953f-c85db389d5eb,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
7aa6fe51-1b1b-4927-943d-e1b5c5a999f8,inv_954d7987-df52-4806-b77c-92e8ed047f0b_1_2023,415,,42d02804-8bf5-42b7-9b76-f7b3e825a417,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
e8676ebf-1089-45ce-86a0-c1251b23986a,inv_954d7987-df52-4806-b77c-92e8ed047f0b_1_2023,240,,42d02804-8bf5-42b7-9b76-f7b3e825a417,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
406036cf-483c-440b-968f-0b324d5ffa19,inv_be80531e-4953-4052-9b9d-cddbbfa5158c_1_2023,540,,cad49a1b-3a76-45f5-8d9d-bbe8687c1f30,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
64a881a5-190c-49cf-9380-e6e3de9dd4bd,inv_be80531e-4953-4052-9b9d-cddbbfa5158c_1_2023,2850,,cad49a1b-3a76-45f5-8d9d-bbe8687c1f30,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
2183484c-6947-4674-ae06-af96d786a437,inv_2e7442ae-358b-4eb6-b258-5d45f022f1bc_1_2023,2010,,b8b01d67-5c7b-4c2e-926f-0a2803c98e7e,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
8b1fbedf-7ec4-4973-8d66-d3b1e7f63bce,inv_2e7442ae-358b-4eb6-b258-5d45f022f1bc_1_2023,2520,,b8b01d67-5c7b-4c2e-926f-0a2803c98e7e,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
c7f9a323-37a5-4f5d-bcbb-7e1d06b0a85b,inv_b1bf0c56-7a16-450c-8123-d3b2d98f4b63_1_2023,485,,bb949a8c-f231-497e-8450-7d8106f7604f,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
1fa328d9-9977-40b9-a8f9-4a6fa657c276,inv_b1bf0c56-7a16-450c-8123-d3b2d98f4b63_1_2023,65,,bb949a8c-f231-497e-8450-7d8106f7604f,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
b5ccf364-b152-4a8f-b356-0f6f79a9486f,inv_fd650d8f-b787-4d9c-a787-f25205bee7d3_1_2023,390,,433267b9-7409-4954-b08a-7e9685d174c8,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
c0eadbe3-38b8-44cf-8841-eeb3cebe52a3,inv_fd650d8f-b787-4d9c-a787-f25205bee7d3_1_2023,1470,,433267b9-7409-4954-b08a-7e9685d174c8,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
b218d6dd-6007-44f5-9afa-8bf943d16059,inv_50b84f0a-ca2b-4006-916f-8be62ae636f0_1_2023,1560,,893cb1e7-70ae-4195-96d0-29d7dc5f3865,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
9f0fd176-436d-40d5-aab4-e791770ad736,inv_50b84f0a-ca2b-4006-916f-8be62ae636f0_1_2023,30,,893cb1e7-70ae-4195-96d0-29d7dc5f3865,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
a86e4793-6178-44e3-8b00-c7e74f85189a,inv_87c88305-bbe8-4e7a-96ee-60ab6005f957_1_2023,435,,639c1b17-ab12-43c1-a6be-ec9e78164cc7,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
4b4fcc52-ff2d-4531-b036-859375b846c8,inv_87c88305-bbe8-4e7a-96ee-60ab6005f957_1_2023,340,,639c1b17-ab12-43c1-a6be-ec9e78164cc7,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
e297ee2f-0e66-4f93-9668-a67eaea4dc77,inv_0a6b14d5-b650-4c97-9241-235197b0473b_1_2023,1260,,fcd251c6-dc94-4078-b046-b59fa9d0029d,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
605b4409-78a9-4575-80ed-a929c3b07e43,inv_0a6b14d5-b650-4c97-9241-235197b0473b_1_2023,840,,fcd251c6-dc94-4078-b046-b59fa9d0029d,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
151bbda7-0a1c-4e68-b5ff-bffbe8acb843,inv_ea5dafad-bbab-43e8-8e6a-e5236bc85440_1_2023,2220,,14fce6a8-1b25-4f21-b6a0-23a0f0b1e19f,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
b4223bab-4d70-4812-bc63-060669015b77,inv_ea5dafad-bbab-43e8-8e6a-e5236bc85440_1_2023,2070,,14fce6a8-1b25-4f21-b6a0-23a0f0b1e19f,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
b0259cd0-af82-4e1b-a81a-da6af8509ece,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_1_2023,1290,,4445381b-b151-41a9-82e1-34c2f5c38071,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
78d104f5-4f24-4738-9610-1702b75c8a36,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_1_2023,2820,,4445381b-b151-41a9-82e1-34c2f5c38071,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
f2523dbc-a5a7-4936-ae30-1458470b1647,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_1_2023,1260,,2051fdc7-22f9-4ed1-8216-f4219eb113c3,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
ae00a041-909e-4046-97a1-fb0f68d77f9c,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_1_2023,960,,2051fdc7-22f9-4ed1-8216-f4219eb113c3,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
9dbc1a80-295f-49fe-87ea-a34a4bd92898,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_1_2023,1560,,67095a59-6ebe-42cc-97c2-99d95dac4a47,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
987b7738-5b35-4e19-bec5-aa53e5729380,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_1_2023,2850,,67095a59-6ebe-42cc-97c2-99d95dac4a47,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
0bafd61e-efb3-48f2-a434-54e6f3fedc6f,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_1_2023,2400,,ac951f29-71e8-469a-909e-22de54be5fea,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
59e4c324-8ff2-4761-ad22-c76ae7ae47f4,inv_0ae3afa9-9d3d-4238-b743-3594b0b5f2cd_1_2023,780,,ac951f29-71e8-469a-909e-22de54be5fea,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
11ffabf7-5296-4c9f-b487-79e244127320,inv_02114b93-b7ca-472a-a6a1-637a37afba88_1_2023,1530,,43dc301f-1460-4901-b1bf-a95bb1824993,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
09ba46fd-2b89-4f38-9ef9-45a8653a42fb,inv_02114b93-b7ca-472a-a6a1-637a37afba88_1_2023,1260,,43dc301f-1460-4901-b1bf-a95bb1824993,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
22fb1aad-93a3-485b-a634-5b7127987f26,inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_1_2023,1080,,7ca0b50d-52e1-4454-8759-55409d342031,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
985957d2-bd2d-49ce-abd0-f9555682be67,inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_1_2023,1710,,7ca0b50d-52e1-4454-8759-55409d342031,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
24a717de-01fe-4af0-aaa7-efc8d2c96e71,inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_1_2023,1950,,e802d7e4-6806-4659-a5ca-37898ac5af1e,active-model-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
40b06122-7849-40e8-b5a9-c11ce66c2513,inv_dbe962cb-b4a4-4fe9-be2d-f4d3338c2550_1_2023,2880,,e802d7e4-6806-4659-a5ca-37898ac5af1e,active-command-count,1,2023,f,,2023-01-26 09:00:41.625067+00,2023-01-26 09:00:41.625067+00
150337ed-7585-4951-ba5e-19572846a9aa,inv_eda2b9d8-caec-4913-85ac-953fff43a439_2_2023,55,,12bd371e-a556-4384-8b8d-d32c3f338331,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
266e5230-6e92-4d00-8db9-0741ef3d80e3,inv_eda2b9d8-caec-4913-85ac-953fff43a439_2_2023,490,,12bd371e-a556-4384-8b8d-d32c3f338331,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
fe0d3dfd-068b-4587-9c07-44b037efd3ce,inv_88ec5c03-3cd4-4b36-a5bc-2c0419cd0e72_2_2023,85,,52ddcd47-053a-40ae-953f-c85db389d5eb,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
5cb0b8c4-0df1-4e43-b69b-cade1baaee8b,inv_88ec5c03-3cd4-4b36-a5bc-2c0419cd0e72_2_2023,100,,52ddcd47-053a-40ae-953f-c85db389d5eb,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
8f3168ba-a9a1-40f4-a49b-17e7d8e4f9db,inv_954d7987-df52-4806-b77c-92e8ed047f0b_2_2023,415,,42d02804-8bf5-42b7-9b76-f7b3e825a417,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
104ec2af-d62f-463b-a5e4-a746ee4e12bb,inv_954d7987-df52-4806-b77c-92e8ed047f0b_2_2023,240,,42d02804-8bf5-42b7-9b76-f7b3e825a417,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
342b4fe6-4984-4230-853b-ccc3ef7dcd99,inv_b541aae1-1c1b-4208-8f6f-0f8ca963ce03_2_2023,2280,,fa4e9aa4-12d8-49cf-8cfc-ab97652d72c3,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
c2777aa4-0511-4a51-a452-efc149bd48e3,inv_b541aae1-1c1b-4208-8f6f-0f8ca963ce03_2_2023,2010,,fa4e9aa4-12d8-49cf-8cfc-ab97652d72c3,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
3f9fc18c-12e8-4f02-b5b7-c57d361c8cb8,inv_b541aae1-1c1b-4208-8f6f-0f8ca963ce03_2_2023,960,,d77c6a26-e3d4-4613-ae61-e494f1b16450,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
eb9dfd45-4df1-4f02-9f16-fd4961827ab4,inv_b541aae1-1c1b-4208-8f6f-0f8ca963ce03_2_2023,2130,,d77c6a26-e3d4-4613-ae61-e494f1b16450,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
8409a4f9-579b-4ff6-8e09-2056bbbd67cf,inv_be80531e-4953-4052-9b9d-cddbbfa5158c_2_2023,540,,cad49a1b-3a76-45f5-8d9d-bbe8687c1f30,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
1bc48253-f811-4501-ad32-9c6a621171e5,inv_be80531e-4953-4052-9b9d-cddbbfa5158c_2_2023,2850,,cad49a1b-3a76-45f5-8d9d-bbe8687c1f30,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
fe604d25-6351-4842-8df1-2662096e9367,inv_1e7800b2-b80c-47f4-a872-99acf506601b_2_2023,1200,,ab4c6028-0124-45f5-955c-5c13a70e3691,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
47bc8c26-3589-4486-ae09-ef7d7b1c9ada,inv_1e7800b2-b80c-47f4-a872-99acf506601b_2_2023,2760,,ab4c6028-0124-45f5-955c-5c13a70e3691,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
b66ee6d0-3f05-4fcc-82bf-64a6ae83575f,inv_d1fba6e1-679a-46df-97d9-bad78d83afcf_2_2023,930,,44bdc45d-0342-4a53-9f93-f2b9b0db50a2,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
3b5620bc-1ee5-4428-86f8-d6490950840b,inv_d1fba6e1-679a-46df-97d9-bad78d83afcf_2_2023,1230,,44bdc45d-0342-4a53-9f93-f2b9b0db50a2,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
22b4c5a8-fa82-491c-88a7-d4fdbe273eef,inv_2e7442ae-358b-4eb6-b258-5d45f022f1bc_2_2023,2010,,b8b01d67-5c7b-4c2e-926f-0a2803c98e7e,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
c4078f88-8542-4c19-be6e-22c32434a644,inv_2e7442ae-358b-4eb6-b258-5d45f022f1bc_2_2023,2520,,b8b01d67-5c7b-4c2e-926f-0a2803c98e7e,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
37192b26-f83f-46f2-9d39-0523f9f43045,inv_b1bf0c56-7a16-450c-8123-d3b2d98f4b63_2_2023,485,,bb949a8c-f231-497e-8450-7d8106f7604f,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
11b98a1a-8ba4-46dc-bb51-561a65fe70d7,inv_b1bf0c56-7a16-450c-8123-d3b2d98f4b63_2_2023,65,,bb949a8c-f231-497e-8450-7d8106f7604f,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
af1f4e45-8a48-45d7-bfdc-b3d0e4148218,inv_fd650d8f-b787-4d9c-a787-f25205bee7d3_2_2023,390,,433267b9-7409-4954-b08a-7e9685d174c8,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
d7c72d1f-6383-4c43-b303-b989a669c337,inv_fd650d8f-b787-4d9c-a787-f25205bee7d3_2_2023,1470,,433267b9-7409-4954-b08a-7e9685d174c8,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
919201b0-b3af-4898-b9a8-2ca2d0206727,inv_50b84f0a-ca2b-4006-916f-8be62ae636f0_2_2023,1560,,893cb1e7-70ae-4195-96d0-29d7dc5f3865,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
357e9540-f2e5-46a9-8624-8578b0276e05,inv_50b84f0a-ca2b-4006-916f-8be62ae636f0_2_2023,30,,893cb1e7-70ae-4195-96d0-29d7dc5f3865,active-command-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
404126ae-07e8-4697-8c99-48c574325dbc,inv_87c88305-bbe8-4e7a-96ee-60ab6005f957_2_2023,435,,639c1b17-ab12-43c1-a6be-ec9e78164cc7,active-model-count,2,2023,f,,2023-02-26 09:00:41.625067+00,2023-02-26 09:00:41.625067+00
